scenario,category,case_id,expected,extractor,rank,top1,top3,reciprocal_rank,covered,ranking
true_bridge,request_id,12,req-0194,v1,3,0,1,0.3333333333333333,1,req-0289 req-0149 req-0194 req-0201 req-0211 req-0373 req-0362 req-0268 req-0443 req-0159 req-0345 req-0137 req-0338 req-0448 req-0083 req-0157 req-0197
true_bridge,request_id,12,req-0194,v2,1,1,1,1.0,1,req-0194 req-0289 req-0149 req-0201 req-0211 req-0373 req-0362 req-0268 req-0443 req-0159 req-0345 req-0137 req-0338 req-0448 req-0083 req-0157 req-0197
true_bridge,request_id,12,req-0194,v3,1,1,1,1.0,1,req-0194 req-0149 req-0201 req-0211 req-0268 req-0289 req-0362 req-0373 req-0443 req-0083 req-0137 req-0157 req-0159 req-0197 req-0338 req-0345 req-0448
true_bridge,request_id,13,req-0195,v1,5,0,0,0.2,1,req-0366 req-0083 req-0288 req-0062 req-0195 req-0401 req-0105 req-0229 req-0250 req-0391 req-0172 req-0286 req-0171 req-0074 req-0166 req-0433 req-0082
true_bridge,request_id,13,req-0195,v2,1,1,1,1.0,1,req-0195 req-0366 req-0083 req-0288 req-0062 req-0401 req-0105 req-0229 req-0250 req-0391 req-0172 req-0286 req-0171 req-0074 req-0166 req-0433 req-0082
true_bridge,request_id,13,req-0195,v3,1,1,1,1.0,1,req-0195 req-0062 req-0083 req-0105 req-0229 req-0250 req-0288 req-0366 req-0401 req-0074 req-0082 req-0166 req-0171 req-0172 req-0286 req-0391 req-0433
true_bridge,request_id,14,req-0388,v1,7,0,0,0.14285714285714285,1,req-0448 req-0364 req-0064 req-0412 req-0234 req-0400 req-0388 req-0387 req-0405 req-0213 req-0326 req-0095 req-0202 req-0215 req-0089 req-0422 req-0356
true_bridge,request_id,14,req-0388,v2,1,1,1,1.0,1,req-0388 req-0448 req-0364 req-0064 req-0412 req-0234 req-0400 req-0387 req-0405 req-0213 req-0326 req-0095 req-0202 req-0215 req-0089 req-0422 req-0356
true_bridge,request_id,14,req-0388,v3,1,1,1,1.0,1,req-0388 req-0064 req-0234 req-0364 req-0387 req-0400 req-0405 req-0412 req-0448 req-0089 req-0095 req-0202 req-0213 req-0215 req-0326 req-0356 req-0422
true_bridge,request_id,15,req-0217,v1,6,0,0,0.16666666666666666,1,req-0134 req-0104 req-0384 req-0188 req-0250 req-0217 req-0319 req-0130 req-0239 req-0261 req-0142 req-0355 req-0386 req-0194 req-0327 req-0372 req-0302
true_bridge,request_id,15,req-0217,v2,1,1,1,1.0,1,req-0217 req-0134 req-0104 req-0384 req-0188 req-0250 req-0319 req-0130 req-0239 req-0261 req-0142 req-0355 req-0386 req-0194 req-0327 req-0372 req-0302
true_bridge,request_id,15,req-0217,v3,1,1,1,1.0,1,req-0217 req-0104 req-0130 req-0134 req-0188 req-0239 req-0250 req-0319 req-0384 req-0142 req-0194 req-0261 req-0302 req-0327 req-0355 req-0372 req-0386
true_bridge,request_id,16,req-0337,v1,1,1,1,1.0,1,req-0337 req-0186 req-0354 req-0223 req-0115 req-0116 req-0124 req-0249 req-0053 req-0237 req-0177 req-0427 req-0325 req-0392 req-0136 req-0326 req-0286
true_bridge,request_id,16,req-0337,v2,1,1,1,1.0,1,req-0337 req-0186 req-0354 req-0223 req-0115 req-0116 req-0124 req-0249 req-0053 req-0237 req-0177 req-0427 req-0325 req-0392 req-0136 req-0326 req-0286
true_bridge,request_id,16,req-0337,v3,1,1,1,1.0,1,req-0337 req-0053 req-0115 req-0116 req-0124 req-0186 req-0223 req-0249 req-0354 req-0136 req-0177 req-0237 req-0286 req-0325 req-0326 req-0392 req-0427
true_bridge,request_id,17,req-0082,v1,6,0,0,0.16666666666666666,1,req-0083 req-0120 req-0223 req-0392 req-0365 req-0082 req-0450 req-0261 req-0235 req-0161 req-0099 req-0292 req-0065 req-0053 req-0390 req-0181 req-0323
true_bridge,request_id,17,req-0082,v2,1,1,1,1.0,1,req-0082 req-0083 req-0120 req-0223 req-0392 req-0365 req-0450 req-0261 req-0235 req-0161 req-0099 req-0292 req-0065 req-0053 req-0390 req-0181 req-0323
true_bridge,request_id,17,req-0082,v3,1,1,1,1.0,1,req-0082 req-0083 req-0120 req-0223 req-0235 req-0261 req-0365 req-0392 req-0450 req-0053 req-0065 req-0099 req-0161 req-0181 req-0292 req-0323 req-0390
true_bridge,request_id,18,req-0129,v1,9,0,0,0.1111111111111111,1,req-0196 req-0082 req-0295 req-0402 req-0353 req-0257 req-0317 req-0274 req-0129 req-0331 req-0393 req-0405 req-0224 req-0341 req-0136 req-0366 req-0446
true_bridge,request_id,18,req-0129,v2,1,1,1,1.0,1,req-0129 req-0196 req-0082 req-0295 req-0402 req-0353 req-0257 req-0317 req-0274 req-0331 req-0393 req-0405 req-0224 req-0341 req-0136 req-0366 req-0446
true_bridge,request_id,18,req-0129,v3,1,1,1,1.0,1,req-0129 req-0082 req-0196 req-0257 req-0274 req-0295 req-0317 req-0353 req-0402 req-0136 req-0224 req-0331 req-0341 req-0366 req-0393 req-0405 req-0446
true_bridge,request_id,19,req-0054,v1,3,0,1,0.3333333333333333,1,req-0132 req-0094 req-0054 req-0419 req-0200 req-0099 req-0449 req-0298 req-0423 req-0253 req-0387 req-0208 req-0446 req-0146 req-0205 req-0178 req-0272
true_bridge,request_id,19,req-0054,v2,1,1,1,1.0,1,req-0054 req-0132 req-0094 req-0419 req-0200 req-0099 req-0449 req-0298 req-0423 req-0253 req-0387 req-0208 req-0446 req-0146 req-0205 req-0178 req-0272
true_bridge,request_id,19,req-0054,v3,1,1,1,1.0,1,req-0054 req-0094 req-0099 req-0132 req-0200 req-0298 req-0419 req-0423 req-0449 req-0146 req-0178 req-0205 req-0208 req-0253 req-0272 req-0387 req-0446
true_bridge,request_id,20,req-0245,v1,9,0,0,0.1111111111111111,1,req-0409 req-0403 req-0153 req-0096 req-0174 req-0398 req-0209 req-0313 req-0245 req-0389 req-0383 req-0104 req-0284 req-0066 req-0051 req-0070 req-0388
true_bridge,request_id,20,req-0245,v2,1,1,1,1.0,1,req-0245 req-0409 req-0403 req-0153 req-0096 req-0174 req-0398 req-0209 req-0313 req-0389 req-0383 req-0104 req-0284 req-0066 req-0051 req-0070 req-0388
true_bridge,request_id,20,req-0245,v3,1,1,1,1.0,1,req-0245 req-0096 req-0153 req-0174 req-0209 req-0313 req-0398 req-0403 req-0409 req-0051 req-0066 req-0070 req-0104 req-0284 req-0383 req-0388 req-0389
true_bridge,request_id,21,req-0248,v1,9,0,0,0.1111111111111111,1,req-0063 req-0257 req-0279 req-0287 req-0189 req-0208 req-0403 req-0239 req-0248 req-0085 req-0442 req-0340 req-0077 req-0144 req-0140 req-0218 req-0097
true_bridge,request_id,21,req-0248,v2,1,1,1,1.0,1,req-0248 req-0063 req-0257 req-0279 req-0287 req-0189 req-0208 req-0403 req-0239 req-0085 req-0442 req-0340 req-0077 req-0144 req-0140 req-0218 req-0097
true_bridge,request_id,21,req-0248,v3,1,1,1,1.0,1,req-0248 req-0063 req-0189 req-0208 req-0239 req-0257 req-0279 req-0287 req-0403 req-0077 req-0085 req-0097 req-0140 req-0144 req-0218 req-0340 req-0442
true_bridge,request_id,22,req-0368,v1,8,0,0,0.125,1,req-0278 req-0080 req-0097 req-0174 req-0122 req-0414 req-0330 req-0368 req-0327 req-0398 req-0282 req-0284 req-0265 req-0130 req-0264 req-0182 req-0075
true_bridge,request_id,22,req-0368,v2,1,1,1,1.0,1,req-0368 req-0278 req-0080 req-0097 req-0174 req-0122 req-0414 req-0330 req-0327 req-0398 req-0282 req-0284 req-0265 req-0130 req-0264 req-0182 req-0075
true_bridge,request_id,22,req-0368,v3,1,1,1,1.0,1,req-0368 req-0080 req-0097 req-0122 req-0174 req-0278 req-0327 req-0330 req-0414 req-0075 req-0130 req-0182 req-0264 req-0265 req-0282 req-0284 req-0398
true_bridge,request_id,23,req-0210,v1,9,0,0,0.1111111111111111,1,req-0134 req-0306 req-0253 req-0433 req-0068 req-0160 req-0254 req-0069 req-0210 req-0206 req-0269 req-0173 req-0296 req-0079 req-0065 req-0370 req-0202
true_bridge,request_id,23,req-0210,v2,1,1,1,1.0,1,req-0210 req-0134 req-0306 req-0253 req-0433 req-0068 req-0160 req-0254 req-0069 req-0206 req-0269 req-0173 req-0296 req-0079 req-0065 req-0370 req-0202
true_bridge,request_id,23,req-0210,v3,1,1,1,1.0,1,req-0210 req-0068 req-0069 req-0134 req-0160 req-0253 req-0254 req-0306 req-0433 req-0065 req-0079 req-0173 req-0202 req-0206 req-0269 req-0296 req-0370
true_bridge,request_id,24,req-0213,v1,9,0,0,0.1111111111111111,1,req-0207 req-0196 req-0143 req-0402 req-0135 req-0158 req-0254 req-0060 req-0213 req-0334 req-0247 req-0112 req-0325 req-0293 req-0237 req-0355 req-0302
true_bridge,request_id,24,req-0213,v2,1,1,1,1.0,1,req-0213 req-0207 req-0196 req-0143 req-0402 req-0135 req-0158 req-0254 req-0060 req-0334 req-0247 req-0112 req-0325 req-0293 req-0237 req-0355 req-0302
true_bridge,request_id,24,req-0213,v3,1,1,1,1.0,1,req-0213 req-0060 req-0135 req-0143 req-0158 req-0196 req-0207 req-0254 req-0402 req-0112 req-0237 req-0247 req-0293 req-0302 req-0325 req-0334 req-0355
true_bridge,request_id,25,req-0244,v1,8,0,0,0.125,1,req-0288 req-0349 req-0306 req-0076 req-0090 req-0087 req-0293 req-0244 req-0346 req-0115 req-0404 req-0240 req-0355 req-0441 req-0444 req-0365 req-0442
true_bridge,request_id,25,req-0244,v2,1,1,1,1.0,1,req-0244 req-0288 req-0349 req-0306 req-0076 req-0090 req-0087 req-0293 req-0346 req-0115 req-0404 req-0240 req-0355 req-0441 req-0444 req-0365 req-0442
true_bridge,request_id,25,req-0244,v3,1,1,1,1.0,1,req-0244 req-0076 req-0087 req-0090 req-0288 req-0293 req-0306 req-0346 req-0349 req-0115 req-0240 req-0355 req-0365 req-0404 req-0441 req-0442 req-0444
true_bridge,request_id,26,req-0087,v1,7,0,0,0.14285714285714285,1,req-0321 req-0342 req-0334 req-0350 req-0219 req-0106 req-0087 req-0427 req-0424 req-0284 req-0183 req-0125 req-0444 req-0341 req-0349 req-0282 req-0153
true_bridge,request_id,26,req-0087,v2,1,1,1,1.0,1,req-0087 req-0321 req-0342 req-0334 req-0350 req-0219 req-0106 req-0427 req-0424 req-0284 req-0183 req-0125 req-0444 req-0341 req-0349 req-0282 req-0153
true_bridge,request_id,26,req-0087,v3,1,1,1,1.0,1,req-0087 req-0106 req-0219 req-0321 req-0334 req-0342 req-0350 req-0424 req-0427 req-0125 req-0153 req-0183 req-0282 req-0284 req-0341 req-0349 req-0444
true_bridge,request_id,27,req-0164,v1,9,0,0,0.1111111111111111,1,req-0360 req-0380 req-0141 req-0390 req-0270 req-0286 req-0393 req-0421 req-0164 req-0197 req-0205 req-0059 req-0265 req-0246 req-0324 req-0129 req-0300
true_bridge,request_id,27,req-0164,v2,1,1,1,1.0,1,req-0164 req-0360 req-0380 req-0141 req-0390 req-0270 req-0286 req-0393 req-0421 req-0197 req-0205 req-0059 req-0265 req-0246 req-0324 req-0129 req-0300
true_bridge,request_id,27,req-0164,v3,1,1,1,1.0,1,req-0164 req-0141 req-0270 req-0286 req-0360 req-0380 req-0390 req-0393 req-0421 req-0059 req-0129 req-0197 req-0205 req-0246 req-0265 req-0300 req-0324
true_bridge,request_id,28,req-0280,v1,5,0,0,0.2,1,req-0058 req-0125 req-0144 req-0361 req-0280 req-0388 req-0266 req-0227 req-0097 req-0424 req-0223 req-0427 req-0405 req-0224 req-0192 req-0162 req-0156
true_bridge,request_id,28,req-0280,v2,1,1,1,1.0,1,req-0280 req-0058 req-0125 req-0144 req-0361 req-0388 req-0266 req-0227 req-0097 req-0424 req-0223 req-0427 req-0405 req-0224 req-0192 req-0162 req-0156
true_bridge,request_id,28,req-0280,v3,1,1,1,1.0,1,req-0280 req-0058 req-0097 req-0125 req-0144 req-0227 req-0266 req-0361 req-0388 req-0156 req-0162 req-0192 req-0223 req-0224 req-0405 req-0424 req-0427
true_bridge,request_id,29,req-0186,v1,8,0,0,0.125,1,req-0309 req-0371 req-0423 req-0131 req-0437 req-0313 req-0165 req-0186 req-0150 req-0242 req-0207 req-0299 req-0240 req-0098 req-0238 req-0345 req-0289
true_bridge,request_id,29,req-0186,v2,1,1,1,1.0,1,req-0186 req-0309 req-0371 req-0423 req-0131 req-0437 req-0313 req-0165 req-0150 req-0242 req-0207 req-0299 req-0240 req-0098 req-0238 req-0345 req-0289
true_bridge,request_id,29,req-0186,v3,1,1,1,1.0,1,req-0186 req-0131 req-0150 req-0165 req-0309 req-0313 req-0371 req-0423 req-0437 req-0098 req-0207 req-0238 req-0240 req-0242 req-0289 req-0299 req-0345
true_bridge,request_id,30,req-0145,v1,3,0,1,0.3333333333333333,1,req-0314 req-0142 req-0145 req-0150 req-0186 req-0097 req-0403 req-0123 req-0379 req-0098 req-0169 req-0101 req-0208 req-0170 req-0380 req-0309 req-0303
true_bridge,request_id,30,req-0145,v2,1,1,1,1.0,1,req-0145 req-0314 req-0142 req-0150 req-0186 req-0097 req-0403 req-0123 req-0379 req-0098 req-0169 req-0101 req-0208 req-0170 req-0380 req-0309 req-0303
true_bridge,request_id,30,req-0145,v3,1,1,1,1.0,1,req-0145 req-0097 req-0123 req-0142 req-0150 req-0186 req-0314 req-0379 req-0403 req-0098 req-0101 req-0169 req-0170 req-0208 req-0303 req-0309 req-0380
true_bridge,request_id,31,req-0226,v1,4,0,0,0.25,1,req-0223 req-0309 req-0098 req-0226 req-0271 req-0121 req-0058 req-0094 req-0303 req-0392 req-0365 req-0438 req-0097 req-0269 req-0291 req-0288 req-0333
true_bridge,request_id,31,req-0226,v2,1,1,1,1.0,1,req-0226 req-0223 req-0309 req-0098 req-0271 req-0121 req-0058 req-0094 req-0303 req-0392 req-0365 req-0438 req-0097 req-0269 req-0291 req-0288 req-0333
true_bridge,request_id,31,req-0226,v3,1,1,1,1.0,1,req-0226 req-0058 req-0094 req-0098 req-0121 req-0223 req-0271 req-0303 req-0309 req-0097 req-0269 req-0288 req-0291 req-0333 req-0365 req-0392 req-0438
true_bridge,request_id,32,req-0220,v1,9,0,0,0.1111111111111111,1,req-0429 req-0197 req-0216 req-0392 req-0293 req-0087 req-0292 req-0090 req-0220 req-0300 req-0314 req-0367 req-0113 req-0151 req-0157 req-0315 req-0328
true_bridge,request_id,32,req-0220,v2,1,1,1,1.0,1,req-0220 req-0429 req-0197 req-0216 req-0392 req-0293 req-0087 req-0292 req-0090 req-0300 req-0314 req-0367 req-0113 req-0151 req-0157 req-0315 req-0328
true_bridge,request_id,32,req-0220,v3,1,1,1,1.0,1,req-0220 req-0087 req-0090 req-0197 req-0216 req-0292 req-0293 req-0392 req-0429 req-0113 req-0151 req-0157 req-0300 req-0314 req-0315 req-0328 req-0367
true_bridge,request_id,33,req-0080,v1,2,0,1,0.5,1,req-0171 req-0080 req-0065 req-0068 req-0353 req-0431 req-0168 req-0298 req-0246 req-0326 req-0100 req-0402 req-0186 req-0064 req-0154 req-0118 req-0356
true_bridge,request_id,33,req-0080,v2,1,1,1,1.0,1,req-0080 req-0171 req-0065 req-0068 req-0353 req-0431 req-0168 req-0298 req-0246 req-0326 req-0100 req-0402 req-0186 req-0064 req-0154 req-0118 req-0356
true_bridge,request_id,33,req-0080,v3,1,1,1,1.0,1,req-0080 req-0065 req-0068 req-0168 req-0171 req-0246 req-0298 req-0353 req-0431 req-0064 req-0100 req-0118 req-0154 req-0186 req-0326 req-0356 req-0402
true_bridge,request_id,34,req-0263,v1,8,0,0,0.125,1,req-0067 req-0182 req-0438 req-0080 req-0321 req-0215 req-0129 req-0263 req-0105 req-0337 req-0060 req-0062 req-0269 req-0289 req-0245 req-0069 req-0229
true_bridge,request_id,34,req-0263,v2,1,1,1,1.0,1,req-0263 req-0067 req-0182 req-0438 req-0080 req-0321 req-0215 req-0129 req-0105 req-0337 req-0060 req-0062 req-0269 req-0289 req-0245 req-0069 req-0229
true_bridge,request_id,34,req-0263,v3,1,1,1,1.0,1,req-0263 req-0067 req-0080 req-0105 req-0129 req-0182 req-0215 req-0321 req-0438 req-0060 req-0062 req-0069 req-0229 req-0245 req-0269 req-0289 req-0337
true_bridge,request_id,35,req-0391,v1,1,1,1,1.0,1,req-0391 req-0206 req-0181 req-0177 req-0083 req-0216 req-0203 req-0422 req-0398 req-0423 req-0365 req-0107 req-0291 req-0223 req-0100 req-0450 req-0297
true_bridge,request_id,35,req-0391,v2,1,1,1,1.0,1,req-0391 req-0206 req-0181 req-0177 req-0083 req-0216 req-0203 req-0422 req-0398 req-0423 req-0365 req-0107 req-0291 req-0223 req-0100 req-0450 req-0297
true_bridge,request_id,35,req-0391,v3,1,1,1,1.0,1,req-0391 req-0083 req-0177 req-0181 req-0203 req-0206 req-0216 req-0398 req-0422 req-0100 req-0107 req-0223 req-0291 req-0297 req-0365 req-0423 req-0450
true_bridge,request_id,36,req-0152,v1,9,0,0,0.1111111111111111,1,req-0284 req-0090 req-0416 req-0059 req-0200 req-0347 req-0303 req-0341 req-0152 req-0334 req-0383 req-0246 req-0171 req-0132 req-0106 req-0118 req-0120
true_bridge,request_id,36,req-0152,v2,1,1,1,1.0,1,req-0152 req-0284 req-0090 req-0416 req-0059 req-0200 req-0347 req-0303 req-0341 req-0334 req-0383 req-0246 req-0171 req-0132 req-0106 req-0118 req-0120
true_bridge,request_id,36,req-0152,v3,1,1,1,1.0,1,req-0152 req-0059 req-0090 req-0200 req-0284 req-0303 req-0341 req-0347 req-0416 req-0106 req-0118 req-0120 req-0132 req-0171 req-0246 req-0334 req-0383
true_bridge,request_id,37,req-0397,v1,1,1,1,1.0,1,req-0397 req-0211 req-0442 req-0149 req-0207 req-0390 req-0133 req-0328 req-0099 req-0427 req-0299 req-0378 req-0083 req-0231 req-0400 req-0367 req-0134
true_bridge,request_id,37,req-0397,v2,1,1,1,1.0,1,req-0397 req-0211 req-0442 req-0149 req-0207 req-0390 req-0133 req-0328 req-0099 req-0427 req-0299 req-0378 req-0083 req-0231 req-0400 req-0367 req-0134
true_bridge,request_id,37,req-0397,v3,1,1,1,1.0,1,req-0397 req-0099 req-0133 req-0149 req-0207 req-0211 req-0328 req-0390 req-0442 req-0083 req-0134 req-0231 req-0299 req-0367 req-0378 req-0400 req-0427
true_bridge,request_id,38,req-0223,v1,9,0,0,0.1111111111111111,1,req-0247 req-0237 req-0197 req-0224 req-0283 req-0426 req-0149 req-0074 req-0223 req-0296 req-0203 req-0159 req-0124 req-0379 req-0053 req-0142 req-0200
true_bridge,request_id,38,req-0223,v2,1,1,1,1.0,1,req-0223 req-0247 req-0237 req-0197 req-0224 req-0283 req-0426 req-0149 req-0074 req-0296 req-0203 req-0159 req-0124 req-0379 req-0053 req-0142 req-0200
true_bridge,request_id,38,req-0223,v3,1,1,1,1.0,1,req-0223 req-0074 req-0149 req-0197 req-0224 req-0237 req-0247 req-0283 req-0426 req-0053 req-0124 req-0142 req-0159 req-0200 req-0203 req-0296 req-0379
